Referencia,# factura,Codigo de barras,Silueta,Cantidad,Descripcion ventas,Disponible,IVA,Subtotal,Total,Porcentaje IVA,Fecha venta,% Descuento,Descuento,Precio venta,Precio venta fijo,tipo de pago,ID,Cedula
,5.5800000000000000e+02,"1072111110100123686",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/19/98 00:00:00",0.3000,0.0000,0.0000,74990.0000,,270826,0.0000000000000000e+00
,5.5800000000000000e+02,"1072100101103104168",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/19/98 00:00:00",0.3000,0.0000,0.0000,44990.0000,,270827,0.0000000000000000e+00
,5.5800000000000000e+02,"1072111110106123694",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/19/98 00:00:00",0.3000,0.0000,0.0000,74990.0000,,270828,0.0000000000000000e+00
,5.5800000000000000e+02,,,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/19/98 00:00:00",0.0000,0.0000,0.0000,,,270829,0.0000000000000000e+00
,5.5900000000000000e+02,"1121112124142284875",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/21/98 00:00:00",0.5000,0.0000,0.0000,53990.0000,,270830,0.0000000000000000e+00
,5.5900000000000000e+02,"1361112124141284804",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/21/98 00:00:00",0.5000,0.0000,0.0000,54990.0000,,270831,0.0000000000000000e+00
,5.3200000000000000e+02,"1192119182101555623",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/05/98 00:00:00",0.0000,0.0000,0.0000,69000.0000,,270775,0.0000000000000000e+00
,5.3300000000000000e+02,"11921001432360S3305",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/08/98 00:00:00",0.0000,0.0000,0.0000,42900.0000,,270776,0.0000000000000000e+00
,5.3300000000000000e+02,"11921001491890M3381",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/08/98 00:00:00",0.0000,0.0000,0.0000,39000.0000,,270777,0.0000000000000000e+00
,5.3300000000000000e+02,"1032112124142103625",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/08/98 00:00:00",0.0000,0.0000,0.0000,78990.0000,,270778,0.0000000000000000e+00
,5.3400000000000000e+02,"1192111125225033136",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/11/98 00:00:00",0.0000,0.0000,0.0000,69000.0000,,270779,0.0000000000000000e+00
,5.3500000000000000e+02,"10921001431090M2797",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/12/98 00:00:00",0.0000,0.0000,0.0000,32950.0000,,270780,0.0000000000000000e+00
,5.3500000000000000e+02,"1022100143193102823",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/12/98 00:00:00",0.0000,0.0000,0.0000,50700.0000,,270781,0.0000000000000000e+00
,5.3600000000000000e+02,"11921371072290M3222",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/12/98 00:00:00",0.0000,0.0000,0.0000,64900.0000,,270782,0.0000000000000000e+00
,5.3600000000000000e+02,"1072113122108103072",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/12/98 00:00:00",0.0000,0.0000,0.0000,134990.0000,,270783,0.0000000000000000e+00
,5.3700000000000000e+02,"1032111111118052162",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/12/98 00:00:00",0.0000,0.0000,0.0000,139990.0000,,270784,0.0000000000000000e+00
,5.3700000000000000e+02,"11521001481090U3533",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/12/98 00:00:00",0.0000,0.0000,0.0000,59000.0000,,270785,0.0000000000000000e+00
,5.3800000000000000e+02,"1262119134106382441",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/12/98 00:00:00",0.0000,0.0000,0.0000,52990.0000,,270786,0.0000000000000000e+00
,5.3900000000000000e+02,"1091112104142301168",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/12/98 00:00:00",0.0000,0.0000,0.0000,79950.0000,,270787,0.0000000000000000e+00
,5.3900000000000000e+02,"10411021021020L4382",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/12/98 00:00:00",0.0000,0.0000,0.0000,42990.0000,,270788,0.0000000000000000e+00
,5.4000000000000000e+02,"11921091071160M3348",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/12/98 00:00:00",0.0000,0.0000,0.0000,49900.0000,,270789,0.0000000000000000e+00
,5.4000000000000000e+02,"11921091071010M3346",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/12/98 00:00:00",0.0000,0.0000,0.0000,49900.0000,,270790,0.0000000000000000e+00
,5.4000000000000000e+02,"11921001471860M3308",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/12/98 00:00:00",0.0000,0.0000,0.0000,32900.0000,,270791,0.0000000000000000e+00
,5.4000000000000000e+02,"1192119134101755693",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/12/98 00:00:00",0.0000,0.0000,0.0000,59000.0000,,270792,0.0000000000000000e+00
,5.4000000000000000e+02,"11921401301160M3361",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/12/98 00:00:00",0.0000,0.0000,0.0000,59000.0000,,270793,0.0000000000000000e+00
,5.4200000000000000e+02,"1152114114202023524",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/14/98 00:00:00",0.0000,0.0000,0.0000,79000.0000,,270794,0.0000000000000000e+00
,5.4200000000000000e+02,"11921131581160S3197",,1,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+01,"09/14/98 00:00:00",0.0000,0.0000,0.0000,99900.0000,,270795,0.0000000000000000e+00
